Element, faceVectors.data[0].x, faceVectors.data[0].y, faceVectors.data[0].z, faceVectors.data[0].w, faceVectors.data[1].x, faceVectors.data[1].y, faceVectors.data[1].z, faceVectors.data[1].w, faceVectors.data[2].x, faceVectors.data[2].y, faceVectors.data[2].z, faceVectors.data[2].w, faceVectors.data[3].x, faceVectors.data[3].y, faceVectors.data[3].z, faceVectors.data[3].w, planeNormals.data[0].x, planeNormals.data[0].y, planeNormals.data[0].z, planeNormals.data[0].w, planeNormals.data[1].x, planeNormals.data[1].y, planeNormals.data[1].z, planeNormals.data[1].w, planeNormals.data[2].x, planeNormals.data[2].y, planeNormals.data[2].z, planeNormals.data[2].w, planeNormals.data[3].x, planeNormals.data[3].y, planeNormals.data[3].z, planeNormals.data[3].w, planeNormals.data[4].x, planeNormals.data[4].y, planeNormals.data[4].z, planeNormals.data[4].w, planeNormals.data[5].x, planeNormals.data[5].y, planeNormals.data[5].z, planeNormals.data[5].w, planeNormals.data[6].x, planeNormals.data[6].y, planeNormals.data[6].z, planeNormals.data[6].w, planeNormals.data[7].x, planeNormals.data[7].y, planeNormals.data[7].z, planeNormals.data[7].w, planeNormals.data[8].x, planeNormals.data[8].y, planeNormals.data[8].z, planeNormals.data[8].w, planeNormals.data[9].x, planeNormals.data[9].y, planeNormals.data[9].z, planeNormals.data[9].w, planeNormals.data[10].x, planeNormals.data[10].y, planeNormals.data[10].z, planeNormals.data[10].w, planeNormals.data[11].x, planeNormals.data[11].y, planeNormals.data[11].z, planeNormals.data[11].w
0, 0.00, -0.57735, 0.8165, 0.00, 0.00, -0.57735, -0.8165, 0.00, -0.8165, 0.57735, 0.00, 0.00, 0.8165, 0.57735, 0.00, 0.00, 0.00, -0.03477, 0.9994, 0.00, 0.47511, -0.70668, 0.52429, 0.00, -0.47511, -0.70668, 0.52429, 0.00, 0.00, -0.03477, -0.9994, 0.00, 0.47511, -0.70668, -0.52429, 0.00, -0.47511, -0.70668, -0.52429, 0.00, -0.52429, 0.70668, -0.47511, 0.00, -0.52429, 0.70668, 0.47511, 0.00, -0.9994, 0.03477, 0.00, 0.00, 0.52429, 0.70668, -0.47511, 0.00, 0.52429, 0.70668, 0.47511, 0.00, 0.9994, 0.03477, 0.00, 0.00
